,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3180,3181,Okami,Wii,2008,Action,Capcom,0.45,0.1,0.04,0.05,0.64
3183,3184,Family Feud: 2010 Edition,Wii,2009,Misc,Ubisoft,0.59,0,0,0.04,0.64
3184,3185,Red Steel 2,Wii,2010,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63
3206,3207,DJ Hero 2,Wii,2010,Misc,Activision,0.49,0.09,0,0.04,0.63
3209,3210,Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,0.58,0,0,0.05,0.63
3215,3216,Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.43,0.05,0,0.14,0.63
3231,3232,World of Zoo,Wii,2009,Simulation,THQ,0.41,0.16,0,0.05,0.63
3265,3266,SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.57,0.01,0,0.04,0.62
3284,3285,Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,0.61
3292,3293,Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0,0.05,0.61
3296,3297,New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0,0.05,0.61
3302,3303,Cabela's Monster Buck Hunter,Wii,2010,Sports,Activision,0.58,0,0,0.03,0.61
3305,3306,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05,0.61
3311,3312,Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61
3324,3325,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.33,0.21,0,0.06,0.61
3325,3326,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,Misc,Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
3334,3335,New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02,0.6
3345,3346,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.36,0.19,0,0.05,0.6
3347,3348,The Golden Compass,Wii,,Action,Sega,0.26,0.28,0,0.07,0.6
3365,3366,Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.32,0.23,0,0.04,0.6
3389,3390,Jeopardy!,Wii,2010,Misc,THQ,0.56,0,0,0.03,0.59
3396,3397,Iron Man,Wii,2008,Action,Sega,0.31,0.22,0,0.06,0.59
3411,3412,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0,0.04,0.59
3412,3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.52,0.03,0,0.04,0.59
3423,3424,Skate it,Wii,2008,Sports,Electronic Arts,0.51,0.04,0,0.05,0.59
3439,3440,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0,0.07,0.58
3440,3441,Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.53,0.01,0,0.04,0.58
3442,3443,The Conduit,Wii,2009,Shooter,Sega,0.29,0.23,0,0.06,0.58
3446,3447,Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.53,0.02,0,0.04,0.58
3452,3453,Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.21,0.31,0,0.07,0.58
3453,3454,The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.35,0.18,0,0.05,0.58
3456,3457,Rayman Origins,Wii,2011,Platform,Ubisoft,0.23,0.29,0,0.07,0.58
3497,3498,Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.02,0,0.04,0.58
3499,3500,Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
3513,3514,Up,Wii,2009,Action,THQ,0.23,0.28,0,0.06,0.57
3526,3527,No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
3535,3536,Jillian Michaels Fitness Ultimatum 2010,Wii,2009,Sports,Majesco Entertainment,0.52,0.01,0,0.04,0.57
3537,3538,Grease,Wii,2010,Misc,505 Games,0.27,0.25,0,0.05,0.57
3541,3542,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0,0.04,0.57
3556,3557,Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0,0.06,0.57
3588,3589,Tony Hawk: Shred,Wii,2010,Sports,Activision,0.41,0.11,0,0.04,0.56
3596,3597,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.44,0.08,0,0.04,0.56
3607,3608,Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.32,0.18,0,0.05,0.56
3618,3619,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.24,0.26,0,0.06,0.56
3621,3622,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0,0.03,0.56
3622,3623,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.51,0,0,0.04,0.56
3638,3639,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.28,0,0.05,0.55
3653,3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
3676,3677,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.49,0.02,0,0.04,0.55
3683,3684,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0,0,0.04,0.55
3697,3698,Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
3699,3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0,0.07,0.54
3713,3714,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.54
3731,3732,Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.51,0,0,0.03,0.54
3753,3754,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
3762,3763,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,0.53
3796,3797,We Cheer,Wii,2008,Simulation,505 Games,0.48,0,0,0.04,0.53
3799,3800,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.27,0.21,0,0.05,0.53
3814,3815,Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.48,0.01,0,0.04,0.53
3827,3828,GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
3831,3832,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.45,0.04,0,0.04,0.52
3849,3850,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.29,0,0.06,0.52
3853,3854,Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.46,0.02,0,0.03,0.52
3858,3859,Ratatouille,Wii,2007,Action,THQ,0.44,0.04,0,0.04,0.52
3877,3878,My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.02,0,0.04,0.51
3894,3895,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51
3902,3903,Sega Bass Fishing,Wii,2008,Sports,Sega,0.46,0.01,0,0.04,0.51
3903,3904,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3913,3914,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.45,0.02,0,0.04,0.51
3929,3930,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.47,0.01,0,0.03,0.51
3972,3973,Babysitting Mama,Wii,2010,Simulation,505 Games,0.34,0.12,0,0.04,0.5
3973,3974,Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.5
3976,3977,Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.5
3981,3982,Fortune Street,Wii,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5
4000,4001,Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.16,0,0.05,0.5
4019,4020,Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,0.49
4036,4037,Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,0.45,0,0,0.03,0.49
4044,4045,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.2,0,0.05,0.49
4068,4069,Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,0.45,0,0,0.03,0.49
4079,4080,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.06,0,0.04,0.49
4084,4085,Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,0.33,0.11,0.01,0.04,0.48
4090,4091,Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.15,0.27,0,0.06,0.48
4091,4092,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.42,0.03,0,0.04,0.48
4096,4097,Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.23,0.19,0.01,0.05,0.48
4105,4106,Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.42,0.03,0,0.04,0.48
4125,4126,Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0,0.05,0.48
4129,4130,FlingSmash,Wii,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48
4131,4132,Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.48
4134,4135,Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.14,0.28,0,0.06,0.48
4141,4142,Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.4,0,0.01,0.48
4142,4143,SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.37,0.03,0.04,0.04,0.48
4145,4146,Emergency Heroes,Wii,2008,Racing,Ubisoft,0.15,0.27,0,0.06,0.48
4158,4159,MySims Racing,Wii,2009,Racing,Electronic Arts,0.19,0.23,0,0.05,0.47
4170,4171,WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.3,0.13,0,0.04,0.47
4171,4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0,0,0.47,0,0.47
4173,4174,Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0,0.04,0.47
4192,4193,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0,0.04,0.47
4197,4198,The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,0.29,0.13,0,0.04,0.47
4200,4201,Tiger Woods PGA Tour 07,Wii,,Sports,Electronic Arts,0.43,0,0,0.04,0.47
4216,4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47
4234,4235,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0,0,0.03,0.46
4236,4237,Crash of the Titans,Wii,2007,Action,Vivendi Games,0.4,0.03,0,0.04,0.46
4254,4255,Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0,0.04,0.46
4276,4277,Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.43,0,0,0.03,0.46
4287,4288,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0,0.04,0.46
4299,4300,iCarly,Wii,2009,Adventure,Activision,0.42,0,0,0.03,0.46
4303,4304,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.43,0,0,0.03,0.46
4305,4306,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46
4316,4317,Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.42,0,0,0.03,0.45
4321,4322,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.36,0.06,0,0.03,0.45
4329,4330,NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0,0.03,0.45
4335,4336,Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.42,0,0,0.03,0.45
4346,4347,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.39,0.02,0,0.03,0.45
4352,4353,Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.42,0,0,0.03,0.45
4356,4357,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
4360,4361,Samurai Warriors 3,Wii,2009,Action,Nintendo,0.1,0.02,0.32,0.01,0.45
4368,4369,Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.45
4370,4371,Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.41,0.01,0,0.03,0.45
4402,4403,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
4407,4408,Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.16,0,0.04,0.45
4424,4425,Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44
4435,4436,G-Force,Wii,2009,Action,Disney Interactive Studios,0.19,0.2,0,0.05,0.44
4436,4437,Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.15,0,0.04,0.44
4445,4446,Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0,0.05,0.44
4454,4455,Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44
4455,4456,Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44
4483,4484,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.44
4487,4488,Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.41,0,0,0.03,0.44
4492,4493,Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.41,0,0,0.03,0.44
4512,4513,NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0,0.03,0.43
4524,4525,2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
4530,4531,How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0,0.04,0.43
4537,4538,NHL Slapshot,Wii,,Sports,Unknown,0.4,0,0,0.02,0.43
4539,4540,FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.38,0,0.05,0.43
4552,4553,NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.43
4559,4560,Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43
4591,4592,Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42
4607,4608,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
4640,4641,JumpStart: Escape from Adventure Island,Wii,2009,Adventure,Knowledge Adventure,0.39,0,0,0.03,0.42
4645,4646,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03,0.42
4654,4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42
4661,4662,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.16,0,0.25,0.01,0.42
4714,4715,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.28,0.1,0,0.04,0.41
4715,4716,Spore Hero,Wii,2009,Simulation,Electronic Arts,0.36,0.03,0,0.03,0.41
4719,4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,Hudson Soft,0,0,0.41,0,0.41
4723,4724,SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.36,0.03,0,0.03,0.41
4736,4737,Monster Trucks Mayhem,Wii,2009,Racing,Zoo Games,0.39,0,0,0.02,0.41
4737,4738,Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,0.18,0.19,0,0.04,0.41
4742,4743,Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.26,0.11,0,0.04,0.41
4746,4747,No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41
4751,4752,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.37,0.01,0,0.03,0.41
4758,4759,Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0,0.03,0.41
4760,4761,Littlest Pet Shop,Wii,2008,Simulation,Electronic Arts,0.34,0.04,0,0.03,0.41
4786,4787,Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.17,0.2,0,0.04,0.4
4799,4800,WipeOut 3 The Game,Wii,2012,Action,Activision,0.38,0,0,0.03,0.4
4800,4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0,0,0.4,0,0.4
4818,4819,TMNT,Wii,2007,Action,Ubisoft,0.34,0.03,0,0.03,0.4
4819,4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,0.22,0.08,0.08,0.03,0.4
4842,4843,SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,0.38,0.01,0,0,0.4
4887,4888,NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0,0,0.03,0.39
4890,4891,Brunswick Pro Bowling,Wii,2007,Sports,505 Games,0.36,0.01,0,0.03,0.39
4898,4899,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.39
4902,4903,Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39
4922,4923,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.19,0.17,0,0.03,0.39
4926,4927,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0,0.39
4939,4940,Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.36,0,0,0.03,0.39
4942,4943,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.37,0,0,0.02,0.39
4950,4951,Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0,0.03,0.39
4956,4957,The Dog Island,Wii,2007,Adventure,Ubisoft,0.35,0.01,0,0.03,0.39
4965,4966,Hooked! Again: Real Motion Fishing,Wii,2009,Sports,505 Games,0.36,0,0,0.03,0.39
4973,4974,Dance Party: Pop Hits,Wii,2009,Misc,Nordic Games,0,0.36,0,0.02,0.39
4991,4992,Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.36,0,0,0.03,0.38
4992,4993,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38
4996,4997,Peppa Pig: The Game,Wii,2009,Misc,Pinnacle,0,0.35,0,0.03,0.38
5017,5018,Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.12,0.22,0,0.04,0.38
5035,5036,Virtua Tennis 2009,Wii,2009,Sports,Sega,0.13,0.21,0,0.04,0.38
5039,5040,Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.34,0.02,0,0.02,0.38
5042,5043,DiRT 2,Wii,2009,Racing,Codemasters,0.11,0.23,0,0.04,0.38
5061,5062,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.32,0.03,0,0.03,0.38
5064,5065,Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.12,0,0.03,0.38
5077,5078,Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.31,0.03,0,0.03,0.38
5100,5101,The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0,0.03,0.37
5104,5105,Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.17,0.17,0,0.04,0.37
5118,5119,Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.21,0.13,0,0.03,0.37
5124,5125,Rec Room Games,Wii,2009,Sports,Destineer,0.35,0,0,0.02,0.37
5150,5151,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.34,0,0,0.03,0.37
5162,5163,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36
5194,5195,Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.36
5199,5200,NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.03,0.36
5210,5211,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36
5214,5215,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.36
5221,5222,NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.3,0.03,0,0.02,0.36
5222,5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.36
5234,5235,WWE '12,Wii,2011,Fighting,THQ,0.24,0.09,0,0.03,0.36
5239,5240,U-Sing,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.36
5242,5243,Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,0.33,0.01,0,0.02,0.36
5245,5246,We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0,0.31,0,0.05,0.36
5248,5249,DanceDanceRevolution,Wii,2010,Simulation,Konami Digital Entertainment,0.29,0.04,0,0.02,0.36
5267,5268,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35
5275,5276,Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35
5277,5278,SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.25,0.07,0,0.03,0.35
5299,5300,Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.31,0.02,0,0.02,0.35
5301,5302,Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.18,0,0.04,0.35
5302,5303,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35
5303,5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,,Action,,0.15,0.05,0.14,0.01,0.35
5308,5309,Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.18,0.14,0,0.03,0.35
5371,5372,Chicken Riot,Wii,2010,Action,City Interactive,0.15,0.16,0,0.03,0.34
5386,5387,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.29,0.03,0,0.02,0.34
5391,5392,The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.13,0.17,0,0.04,0.34
5392,5393,Bee Movie Game,Wii,2007,Action,Activision,0.31,0.01,0,0.03,0.34
5400,5401,MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.29,0.03,0,0.03,0.34
5447,5448,Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.33
5453,5454,The X-Factor,Wii,2010,Misc,Deep Silver,0,0.29,0,0.04,0.33
5460,5461,Wipeout 2,Wii,2011,Misc,Activision,0.31,0,0,0.02,0.33
5461,5462,Iron Man 2,Wii,2010,Action,Sega,0.15,0.15,0,0.03,0.33
5465,5466,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.26,0.05,0,0.03,0.33
5472,5473,Chicken Blaster,Wii,2009,Shooter,Zushi Games,0.31,0,0,0.02,0.33
5473,5474,Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,0.31,0,0,0.02,0.33
5477,5478,Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,0.3,0,0,0.03,0.33
5496,5497,Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,0.17,0.13,0,0.03,0.33
5522,5523,Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.33
5527,5528,SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5543,5544,Despicable Me: The Game,Wii,2010,Platform,D3Publisher,0.19,0.12,0,0.03,0.33
5564,5565,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0,0,0.02,0.33
5569,5570,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.22,0.01,0.08,0.02,0.33
5606,5607,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32
5611,5612,Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.3,0,0,0.02,0.32
5628,5629,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.15,0.14,0,0.03,0.32
5639,5640,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0,0.03,0.32
5644,5645,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0,0.3,0,0.02,0.32
5665,5666,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0,0.02,0.32
5666,5667,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0,0,0.32,0,0.32
5693,5694,Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.17,0.04,0.08,0.02,0.32
5703,5704,ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.18,0,0.03,0.31
5707,5708,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31
5709,5710,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31
5720,5721,The Incredible Hulk,Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31
5752,5753,Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,0.29,0,0,0.02,0.31
5765,5766,Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.29,0,0,0.02,0.31
5766,5767,MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.18,0.1,0,0.03,0.31
5768,5769,Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.28,0,0,0.02,0.31
5769,5770,Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.25,0.04,0,0.03,0.31
5773,5774,Little King's Story,Wii,2009,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31
5781,5782,Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision,0.23,0.05,0,0.02,0.31
5806,5807,Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.25,0.04,0,0.02,0.31
5833,5834,Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.24,0.04,0,0.02,0.3
5838,5839,Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.03,0.3
5852,5853,Shrek: Forever After,Wii,2010,Platform,Activision,0.19,0.09,0,0.03,0.3
5876,5877,Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.27,0.01,0,0.02,0.3
