,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2249,2250,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92
2251,2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0,0.1,0.92
2254,2255,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92
2255,2256,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92
2256,2257,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.05,0.92
2263,2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
2271,2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2279,2280,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91
2286,2287,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0,0.08,0.91
2288,2289,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.91
2324,2325,The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.9
2346,2347,F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
2350,2351,Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
2356,2357,WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
2357,2358,Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
2360,2361,Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0,0.07,0.88
2362,2363,Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.1,0,0.06,0.88
2373,2374,GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
2379,2380,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87
2382,2383,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
2397,2398,Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87
2406,2407,Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0,0.08,0.87
2423,2424,The Lord of the Rings: War in the North,X360,,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0,0.08,0.86
2425,2426,2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
2428,2429,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0,0.07,0.85
2434,2435,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85
2452,2453,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85
2470,2471,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.84
2479,2480,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
2490,2491,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.2,0,0.06,0.83
2497,2498,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07,0.83
2511,2512,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0,0.06,0.82
2525,2526,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2529,2530,Shaun White Snowboarding,X360,,Sports,Ubisoft,0.48,0.26,0,0.08,0.82
2546,2547,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
2552,2553,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81
2561,2562,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.21,0,0.07,0.81
2564,2565,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8
2573,2574,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
2575,2576,[Prototype 2],X360,2012,Action,Activision,0.48,0.25,0,0.07,0.8
2576,2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.35,0,0.07,0.8
2582,2583,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8
2583,2584,Darksiders II,X360,2012,Action,THQ,0.45,0.28,0,0.07,0.8
2590,2591,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0,0.07,0.8
2595,2596,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
2600,2601,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79
2612,2613,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2617,2618,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2621,2622,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2626,2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79
2629,2630,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.05,0.01,0.06,0.78
2631,2632,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.78
2647,2648,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.19,0,0.06,0.78
2648,2649,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.15,0.03,0.06,0.78
2651,2652,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.29,0,0.07,0.78
2655,2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2657,2658,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0,0.08,0.78
2660,2661,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2698,2699,Lost Planet 2,X360,2010,Shooter,Capcom,0.38,0.24,0.08,0.06,0.76
2712,2713,Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2721,2722,Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2724,2725,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,0.28,0.39,0,0.09,0.76
2740,2741,Turok,X360,2008,Action,Touchstone,0.46,0.21,0.01,0.07,0.75
2744,2745,The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.26,0,0.06,0.75
2751,2752,Tales of Vesperia,X360,2008,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
2758,2759,Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2762,2763,The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.14,0,0.05,0.75
2769,2770,Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
2801,2802,F1 2011,X360,2011,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73
2808,2809,NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0,0.05,0.73
2811,2812,DiRT 3,X360,2011,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73
2812,2813,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06,0.73
2820,2821,MX vs. ATV Reflex,X360,2009,Racing,THQ,0.52,0.15,0,0.06,0.73
2822,2823,SSX,X360,2012,Sports,Electronic Arts,0.38,0.28,0,0.06,0.72
2840,2841,Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0,0,0.05,0.72
2842,2843,Terraria,X360,2013,Action,505 Games,0.35,0.31,0,0.06,0.72
2847,2848,Skate,X360,2007,Sports,Electronic Arts,0.62,0.04,0,0.06,0.72
2849,2850,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.39,0,0.08,0.72
2862,2863,Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,0.42,0.23,0,0.06,0.71
2896,2897,Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.23,0,0.07,0.71
2898,2899,NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05,0.71
2899,2900,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07,0.71
2904,2905,NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05,0.7
2906,2907,Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
2911,2912,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7
2936,2937,MotionSports,X360,2010,Sports,Ubisoft,0.38,0.26,0,0.06,0.7
2942,2943,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0,0.06,0.69
2944,2945,X-Men Origins: Wolverine - Uncaged Edition,X360,2009,Action,Activision,0.42,0.21,0,0.06,0.69
2947,2948,Shrek the Third,X360,2007,Action,Activision,0.54,0.1,0,0.06,0.69
2948,2949,Test Drive Unlimited 2,X360,,Racing,Atari,0.3,0.32,0,0.07,0.69
2967,2968,MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.69
2968,2969,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69
3034,3035,Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67
3047,3048,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0,0.05,0.67
3064,3065,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0,0.06,0.66
3093,3094,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.66
3100,3101,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65
3113,3114,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65
3144,3145,Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64
3148,3149,XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.23,0,0.05,0.64
3153,3154,Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0.32,0,0.07,0.64
3156,3157,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.04,0,0.05,0.64
3161,3162,The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,0.37,0.21,0,0.06,0.64
3178,3179,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.12,0,0.05,0.64
3188,3189,Just Dance 2015,X360,2014,Misc,Ubisoft,0.41,0.16,0,0.06,0.63
3190,3191,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63
3194,3195,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0,0.06,0.63
3208,3209,Condemned 2: Bloodshot,X360,2008,Action,Sega,0.38,0.19,0,0.06,0.63
3217,3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63
3223,3224,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0,0.06,0.63
3228,3229,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.17,0,0.05,0.63
3242,3243,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62
3277,3278,Wall-E,X360,2008,Platform,THQ,0.29,0.26,0,0.07,0.62
3297,3298,Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0,0.05,0.61
3304,3305,pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,0.09,0.44,0,0.07,0.61
3313,3314,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61
3315,3316,Major League Baseball 2K9,X360,2009,Sports,Spike,0.56,0,0,0.05,0.61
3317,3318,Split/Second,X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.61
3328,3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.05,0,0.05,0.61
3332,3333,Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0,0.06,0.61
3333,3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0,0.06,0.61
3368,3369,PGR3 - Project Gotham Racing 3,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6
3370,3371,Blur,X360,2010,Racing,Activision,0.25,0.28,0,0.06,0.6
3375,3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0,0.05,0.6
3376,3377,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.6
3386,3387,London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.46,0,0.07,0.59
3387,3388,Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0,0.07,0.59
3405,3406,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07,0.59
3415,3416,Payday 2,X360,2013,Shooter,505 Games,0.33,0.21,0,0.05,0.59
3418,3419,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
3422,3423,Madden NFL 06,X360,,Sports,Electronic Arts,0.54,0,0.01,0.03,0.59
3424,3425,Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.18,0,0.05,0.59
3426,3427,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.59
3460,3461,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58
3464,3465,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.37,0.15,0,0.05,0.58
3483,3484,NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04,0.58
3507,3508,Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0,0.06,0.57
3508,3509,Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57
3515,3516,Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.15,0,0.05,0.57
3516,3517,Iron Man,X360,2008,Action,Sega,0.27,0.24,0,0.06,0.57
3524,3525,"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.27,0,0.06,0.57
3530,3531,Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.15,0,0.04,0.57
3555,3556,LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.12,0,0.05,0.57
3557,3558,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0,0.07,0.57
3559,3560,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.24,0.28,0,0.05,0.56
3583,3584,Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0,0.06,0.56
3589,3590,Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56
3598,3599,Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56
3599,3600,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.35,0,0.07,0.56
3627,3628,MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.14,0,0.05,0.56
3632,3633,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0,0.05,0.55
3654,3655,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0,0.04,0.55
3674,3675,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.55
3682,3683,Metro 2033,X360,2010,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
3691,3692,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54
3698,3699,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54
3703,3704,Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54
3721,3722,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
3728,3729,NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.1,0,0.04,0.54
3730,3731,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0,0.05,0.54
3748,3749,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.17,0,0.04,0.54
3780,3781,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0,0.04,0.53
3803,3804,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0,0.05,0.53
3804,3805,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.2,0,0.05,0.53
3835,3836,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52
3850,3851,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.24,0,0.05,0.52
3880,3881,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
3890,3891,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51
3892,3893,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.21,0,0.05,0.51
3895,3896,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.21,0,0.05,0.51
3906,3907,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51
3910,3911,Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0,0,0.04,0.51
3918,3919,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0,0.04,0.51
3933,3934,Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0,0.04,0.51
3949,3950,F1 2012,X360,2012,Racing,Codemasters,0.1,0.35,0,0.06,0.5
3950,3951,NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
3953,3954,Wet,X360,,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5
3955,3956,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.15,0.04,0.04,0.5
3956,3957,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,0.5
3970,3971,WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.19,0,0.04,0.5
3971,3972,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0,0.04,0.5
3978,3979,Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.01,0,0.04,0.5
3984,3985,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5
3993,3994,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.29,0.16,0,0.04,0.5
3995,3996,Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0,0,0.03,0.5
3999,4000,Cars 2,X360,2011,Racing,Disney Interactive Studios,0.28,0.17,0,0.05,0.5
4013,4014,The Evil Within,X360,2014,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
4020,4021,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49
4023,4024,Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49
4030,4031,Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.23,0.01,0.05,0.49
4031,4032,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.13,0.02,0.04,0.49
4047,4048,Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49
4050,4051,Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.28,0.17,0,0.04,0.49
4059,4060,Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.49
4083,4084,Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.02,0,0.04,0.48
4099,4100,You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0,0.05,0.48
4100,4101,Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48
4101,4102,James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.24,0,0.05,0.48
4106,4107,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48
4111,4112,Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.21,0,0.05,0.48
4127,4128,Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.48
4136,4137,Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,0.48
4138,4139,FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48
4154,4155,Unreal Tournament III,X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47
4156,4157,Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.03,0.47
4160,4161,Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04,0.47
4169,4170,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.14,0.28,0,0.04,0.47
4178,4179,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47
4194,4195,Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47
4196,4197,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47
4205,4206,Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.03,0.47
4211,4212,NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0,0.04,0.47
4264,4265,Deadpool,X360,2013,Action,Activision,0.26,0.16,0,0.04,0.46
4282,4283,Command & Conquer: Red Alert 3,X360,2008,Strategy,Electronic Arts,0.18,0.23,0,0.05,0.46
4284,4285,Skylanders: SuperChargers,X360,2015,Action,Activision,0.24,0.18,0,0.04,0.46
4285,4286,The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46
4292,4293,NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04,0.46
4293,4294,Vin Diesel: Wheelman,X360,2009,Racing,Ubisoft,0.24,0.17,0,0.05,0.46
4296,4297,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0,0.04,0.46
4301,4302,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.46
4336,4337,Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45
4337,4338,Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45
4342,4343,Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0,0.05,0.45
4344,4345,TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45
4349,4350,F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45
4376,4377,Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.45
4378,4379,Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.24,0,0.05,0.45
4381,4382,Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,0.25,0.16,0,0.04,0.45
4386,4387,NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45
4391,4392,Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03,0.45
4418,4419,Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.19,0.21,0,0.04,0.44
4425,4426,Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.13,0,0.04,0.44
4430,4431,DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.13,0.01,0.04,0.44
4440,4441,Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.22,0,0.04,0.44
4443,4444,Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44
4447,4448,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44
4473,4474,Robert Ludlum's The Bourne Conspiracy,X360,,Action,Vivendi Games,0.26,0.14,0,0.04,0.44
4477,4478,Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.44
4526,4527,Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.21,0.19,0,0.04,0.43
4531,4532,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.05,0,0.03,0.43
4553,4554,Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43
4581,4582,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42
4588,4589,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0,0.04,0.42
4609,4610,Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.42
4634,4635,Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
4643,4644,Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0,0.03,0.42
4674,4675,TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41
4701,4702,Mass Effect Trilogy,X360,2012,Action,Electronic Arts,0.28,0.1,0,0.03,0.41
4703,4704,Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,0.18,0.19,0,0.04,0.41
4705,4706,Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.21,0.16,0,0.04,0.41
4721,4722,Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.41
4725,4726,Fantastic Pets,X360,2011,Simulation,THQ,0.3,0.08,0,0.03,0.41
4738,4739,Green Day: Rock Band,X360,2010,Misc,MTV Games,0.24,0.13,0,0.04,0.41
4747,4748,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41
4759,4760,Naughty Bear,X360,2010,Action,505 Games,0.21,0.16,0,0.04,0.41
4762,4763,Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.29,0.09,0,0.03,0.41
